nodeSn,timestamp,day/month/year,hours:minutes:seconds,address,last_sync
ZigXiaomiReed40aaf3e,1588528521,3/5/2020,19:55:21,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588528526,3/5/2020,19:55:26,999,1588428527.6,same
ZigXiaomiReed40aaf3e,0,1588528526,3/5/2020,19:55:26,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588528526,3/5/2020,19:55:26,999,0.0,same
ZigXiaomiReed40aaf3e,1588528546,3/5/2020,19:55:46,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588528561,3/5/2020,19:56:1,999,1588428562.6,same
ZigXiaomiReed40aaf3e,0,1588528561,3/5/2020,19:56:1,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588528564,3/5/2020,19:56:4,999,3.2,same
ZigXiaomiReed40aaf3e,0,1588528565,3/5/2020,19:56:5,999,0.5,same
ZigXiaomiReed40aaf3e,0,1588528566,3/5/2020,19:56:6,999,0.9,same
ZigXiaomiReed40aaf3e,0,1588528568,3/5/2020,19:56:8,999,2.0,same
ZigXiaomiReed40aaf3e,0,1588528568,3/5/2020,19:56:8,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588528569,3/5/2020,19:56:9,999,1.4,same
ZigXiaomiReed40aaf3e,0,1588528571,3/5/2020,19:56:11,999,1.3,same
ZigXiaomiReed40aaf3e,0,1588528571,3/5/2020,19:56:11,999,0.9,same
ZigXiaomiReed40aaf3e,0,1588528572,3/5/2020,19:56:12,999,0.2,same
ZigXiaomiReed40aaf3e,0,1588528585,3/5/2020,19:56:25,999,13.4,same
ZigXiaomiReed40aaf3e,0,1588528589,3/5/2020,19:56:29,999,4.1,same
ZigXiaomiReed40aaf3e,0,1588528590,3/5/2020,19:56:30,999,1.1,same
ZigXiaomiReed40aaf3e,0,1588528601,3/5/2020,19:56:41,999,11.2,same
ZigXiaomiReed40aaf3e,0,1588528602,3/5/2020,19:56:42,999,0.6,same
ZigXiaomiReed40aaf3e,0,1588528605,3/5/2020,19:56:45,999,3.5,same
ZigXiaomiReed40aaf3e,0,1588528606,3/5/2020,19:56:46,999,1.0,same
ZigXiaomiReed40aaf3e,0,1588528625,3/5/2020,19:57:5,999,18.7,same
ZigXiaomiReed40aaf3e,0,1588528625,3/5/2020,19:57:5,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588528626,3/5/2020,19:57:6,999,0.9,same
ZigXiaomiReed40aaf3e,0,1588528626,3/5/2020,19:57:6,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588528631,3/5/2020,19:57:11,999,4.9,same
ZigXiaomiReed40aaf3e,0,1588528631,3/5/2020,19:57:11,999,0.2,same
ZigXiaomiReed40aaf3e,0,1588528632,3/5/2020,19:57:12,999,0.4,same
ZigXiaomiReed40aaf3e,0,1588528633,3/5/2020,19:57:13,999,0.8,same
ZigXiaomiReed40aaf3e,1588528720,3/5/2020,19:58:40,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588529439,3/5/2020,20:10:39,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588529439,3/5/2020,20:10:39,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588529439,3/5/2020,20:10:39,999,0.2,same
ZigXiaomiReed40aaf3e,0,1588529440,3/5/2020,20:10:40,999,0.5,same
ZigXiaomiReed40aaf3e,0,1588529763,3/5/2020,20:16:3,999,0.5,same
ZigXiaomiReed40aaf3e,0,1588529763,3/5/2020,20:16:3,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588530065,3/5/2020,20:21:5,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588530065,3/5/2020,20:21:5,999,0.3,same
ZigXiaomiReed40aaf3e,0,1588530086,3/5/2020,20:21:26,999,20.2,same
ZigXiaomiReed40aaf3e,0,1588530086,3/5/2020,20:21:26,999,0.4,same
ZigXiaomiReed40aaf3e,0,1588530086,3/5/2020,20:21:26,999,0.4,same
ZigXiaomiReed40aaf3e,0,1588530087,3/5/2020,20:21:27,999,0.4,same
ZigXiaomiReed40aaf3e,1588530103,3/5/2020,20:21:43,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588530108,3/5/2020,20:21:48,999,1588430109.9,same
ZigXiaomiReed40aaf3e,0,1588530108,3/5/2020,20:21:48,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588530108,3/5/2020,20:21:48,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588530109,3/5/2020,20:21:49,999,0.7,same
ZigXiaomiReed40aaf3e,0,1588530110,3/5/2020,20:21:50,999,0.5,same
ZigXiaomiReed40aaf3e,0,1588530132,3/5/2020,20:22:12,999,1.0,same
ZigXiaomiReed40aaf3e,0,1588530142,3/5/2020,20:22:22,999,9.9,same
ZigXiaomiReed40aaf3e,0,1588530143,3/5/2020,20:22:23,999,0.8,same
ZigXiaomiReed40aaf3e,1588530627,3/5/2020,20:30:27,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588530635,3/5/2020,20:30:35,999,1588430636.1,same
ZigXiaomiReed40aaf3e,0,1588530635,3/5/2020,20:30:35,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588530635,3/5/2020,20:30:35,999,0.7,same
ZigXiaomiReed40aaf3e,0,1588530637,3/5/2020,20:30:37,999,1.4,same
ZigXiaomiReed40aaf3e,0,1588530638,3/5/2020,20:30:38,999,1.0,same
ZigXiaomiReed40aaf3e,0,1588530653,3/5/2020,20:30:53,999,15.6,same
ZigXiaomiReed40aaf3e,0,1588530656,3/5/2020,20:30:56,999,2.3,same
ZigXiaomiReed40aaf3e,0,1588530657,3/5/2020,20:30:57,999,1.3,same
ZigXiaomiReed40aaf3e,0,1588530658,3/5/2020,20:30:58,999,1.4,same
ZigXiaomiReed40aaf3e,1588530697,3/5/2020,20:31:37,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588530702,3/5/2020,20:31:42,999,1588430703.5,same
ZigXiaomiReed40aaf3e,0,1588530702,3/5/2020,20:31:42,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588530702,3/5/2020,20:31:42,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588530743,3/5/2020,20:32:23,999,41.3,same
ZigXiaomiReed40aaf3e,0,1588530993,3/5/2020,20:36:33,999,250.2,same
ZigXiaomiReed40aaf3e,1588531375,3/5/2020,20:42:55,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588531381,3/5/2020,20:43:1,999,1588431382.1,same
ZigXiaomiReed40aaf3e,0,1588531381,3/5/2020,20:43:1,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588531395,3/5/2020,20:43:15,999,14.4,same
ZigXiaomiReed40aaf3e,0,1588531564,3/5/2020,20:46:4,999,168.7,same
ZigXiaomiReed40aaf3e,0,1588531565,3/5/2020,20:46:5,999,1.5,same
ZigXiaomiReed40aaf3e,0,1588531567,3/5/2020,20:46:7,999,1.4,same
ZigXiaomiReed40aaf3e,0,1588531567,3/5/2020,20:46:7,999,0.8,same
ZigXiaomiReed40aaf3e,0,1588531568,3/5/2020,20:46:8,999,0.3,same
ZigXiaomiReed40aaf3e,0,1588531570,3/5/2020,20:46:10,999,2.7,same
ZigXiaomiReed40aaf3e,0,1588531571,3/5/2020,20:46:11,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588531571,3/5/2020,20:46:11,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588531571,3/5/2020,20:46:11,999,0.7,same
ZigXiaomiReed40aaf3e,0,1588531572,3/5/2020,20:46:12,999,0.9,same
ZigXiaomiReed40aaf3e,0,1588531591,3/5/2020,20:46:31,999,19.0,same
ZigXiaomiReed40aaf3e,0,1588531591,3/5/2020,20:46:31,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588531591,3/5/2020,20:46:31,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588531593,3/5/2020,20:46:33,999,1.5,same
ZigXiaomiReed40aaf3e,0,1588531594,3/5/2020,20:46:34,999,1.5,same
ZigXiaomiReed40aaf3e,0,1588531595,3/5/2020,20:46:35,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588531595,3/5/2020,20:46:35,999,0.6,same
ZigXiaomiReed40aaf3e,0,1588531614,3/5/2020,20:46:54,999,18.8,same
ZigXiaomiReed40aaf3e,0,1588531615,3/5/2020,20:46:55,999,0.9,same
ZigXiaomiReed40aaf3e,0,1588531617,3/5/2020,20:46:57,999,2.5,same
ZigXiaomiReed40aaf3e,0,1588531619,3/5/2020,20:46:59,999,1.5,same
ZigXiaomiReed40aaf3e,0,1588531621,3/5/2020,20:47:1,999,2.4,same
ZigXiaomiReed40aaf3e,0,1588531621,3/5/2020,20:47:1,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588531622,3/5/2020,20:47:2,999,0.6,same
ZigXiaomiReed40aaf3e,1588532184,3/5/2020,20:56:24,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588532189,3/5/2020,20:56:29,999,1588432190.8,same
ZigXiaomiReed40aaf3e,0,1588532189,3/5/2020,20:56:29,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588532190,3/5/2020,20:56:30,999,1.0,same
ZigXiaomiReed40aaf3e,0,1588532194,3/5/2020,20:56:34,999,3.2,same
ZigXiaomiReed40aaf3e,0,1588532194,3/5/2020,20:56:34,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588532194,3/5/2020,20:56:34,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588532194,3/5/2020,20:56:34,999,0.2,same
ZigXiaomiReed40aaf3e,0,1588532194,3/5/2020,20:56:34,999,0.4,same
ZigXiaomiReed40aaf3e,0,1588532221,3/5/2020,20:57:1,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588532221,3/5/2020,20:57:1,999,0.1,same
ZigXiaomiReed40aaf3e,0,1588532237,3/5/2020,20:57:17,999,16.1,same
ZigXiaomiReed40aaf3e,0,1588532239,3/5/2020,20:57:19,999,1.2,same
ZigXiaomiReed40aaf3e,0,1588532239,3/5/2020,20:57:19,999,0.3,same
ZigXiaomiReed40aaf3e,0,1588532240,3/5/2020,20:57:20,999,0.8,same
ZigXiaomiReed40aaf3e,0,1588532240,3/5/2020,20:57:20,999,0.1,same
ZigXiaomiReed40aaf3e,1588532277,3/5/2020,20:57:57,999,+++onos_system_started1+++
ZigXiaomiReed40aaf3e,0,1588532282,3/5/2020,20:58:2,999,1588432283.1,same
ZigXiaomiReed40aaf3e,0,1588532282,3/5/2020,20:58:2,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588532282,3/5/2020,20:58:2,999,0.0,same
ZigXiaomiReed40aaf3e,0,1588532299,3/5/2020,20:58:19,999,0.9,same
ZigXiaomiReed40aaf3e,0,1588532309,3/5/2020,20:58:29,999,9.5,same
ZigXiaomiReed40aaf3e,0,1588532310,3/5/2020,20:58:30,999,1.5,same
ZigXiaomiReed40aaf3e,0,1588532311,3/5/2020,20:58:31,999,1.2,same
ZigXiaomiReed40aaf3e,0,1588532312,3/5/2020,20:58:32,999,1.1,same
ZigXiaomiReed40aaf3e,0,1588532313,3/5/2020,20:58:33,999,0.3,same
